letter_li,number_li
"['p', 'a', 'n', 'i', 'n', 'i']","[17, 2, 15, 10, 15, 10]"
"['p', 'a', 'n', 'i', 'p', 'u', 'r', 'i']","[17, 2, 15, 10, 17, 22, 19, 10]"
"['p', 'a', 'n', 'k', 'o']","[17, 2, 15, 12, 16]"
"['p', 'a', 'n', 'l', 'i', 'n', 'g', 'u', 'a', 'l']","[17, 2, 15, 13, 10, 15, 8, 22, 2, 13]"
"['p', 'a', 'n', 'n', 'i', 'e', 'r']","[17, 2, 15, 15, 10, 6, 19]"
"['p', 'a', 'n', 'n', 'i', 'e', 'r', 'e', 'd']","[17, 2, 15, 15, 10, 6, 19, 6, 5]"
"['p', 'a', 'n', 'n', 'i', 'e', 'r', 'l', 'i', 'k', 'e']","[17, 2, 15, 15, 10, 6, 19, 13, 10, 12, 6]"
"['p', 'a', 'n', 'o', 'm', 'p', 'h', 'e', 'a', 'n']","[17, 2, 15, 16, 14, 17, 9, 6, 2, 15]"
"['p', 'a', 'n', 's', 'e', 'x', 'u', 'a', 'l']","[17, 2, 15, 20, 6, 25, 22, 2, 13]"
"['p', 'a', 'n', 's', 'e', 'x', 'u', 'a', 'l', 'i', 't', 'y']","[17, 2, 15, 20, 6, 25, 22, 2, 13, 10, 21, 26]"
"['p', 'a', 'n', 's', 'e', 'x', 'u', 'a', 'l', 'l', 'y']","[17, 2, 15, 20, 6, 25, 22, 2, 13, 13, 26]"
"['p', 'a', 'n', 's', 'o', 'r', 'i']","[17, 2, 15, 20, 16, 19, 10]"
"['p', 'a', 'n', 't', 'a', 'l', 'o', 'o', 'n']","[17, 2, 15, 21, 2, 13, 16, 16, 15]"
"['p', 'a', 'n', 't', 'e', 'l', 'e', 'g', 'r', 'a', 'p', 'h']","[17, 2, 15, 21, 6, 13, 6, 8, 19, 2, 17, 9]"
"['p', 'a', 'n', 't', 'o', 'g', 'r', 'a', 'p', 'h']","[17, 2, 15, 21, 16, 8, 19, 2, 17, 9]"
"['p', 'a', 'n', 't', 'o', 'n']","[17, 2, 15, 21, 16, 15]"
"['p', 'a', 'n', 't', 'o', 'u', 'm']","[17, 2, 15, 21, 16, 22, 14]"
"['p', 'a', 'n', 't', 'r', 'o', 'p', 'i', 'c', 'a', 'l']","[17, 2, 15, 21, 19, 16, 17, 10, 4, 2, 13]"
"['p', 'a', 'p', 'a', 'd', 'o', 'm']","[17, 2, 17, 2, 5, 16, 14]"
"['p', 'a', 'p', 'a', 'r', 'a', 'z', 'z', 'i']","[17, 2, 17, 2, 19, 2, 27, 27, 10]"
"['p', 'a', 'p', 'a', 'r', 'a', 'z', 'z', 'i', 'f', 'i', 'c', 'a', 't', 'i', 'o', 'n']","[17, 2, 17, 2, 19, 2, 27, 27, 10, 7, 10, 4, 2, 21, 10, 16, 15]"
"['p', 'a', 'p', 'a', 'r', 'a', 'z', 'z', 'o']","[17, 2, 17, 2, 19, 2, 27, 27, 16]"
"['p', 'a', 'p', 'e', 'r']","[17, 2, 17, 6, 19]"
"['p', 'a', 'p', 'e', 'r', 'c', 'r', 'e', 't', 'e']","[17, 2, 17, 6, 19, 4, 19, 6, 21, 6]"
"['p', 'a', 'p', 'e', 'r', 'l', 'i', 'k', 'e']","[17, 2, 17, 6, 19, 13, 10, 12, 6]"
"['p', 'a', 'p', 'e', 'r', 'p', 'h', 'i', 'l', 'e']","[17, 2, 17, 6, 19, 17, 9, 10, 13, 6]"
"['p', 'a', 'p', 'e', 'r', 'p', 'h', 'i', 'l', 'i', 'a']","[17, 2, 17, 6, 19, 17, 9, 10, 13, 10, 2]"
"['p', 'a', 'p', 'e', 'r', 'w', 'a', 'r', 'e']","[17, 2, 17, 6, 19, 24, 2, 19, 6]"
"['p', 'a', 'p', 'e', 'r', 'w', 'o', 'r', 'k']","[17, 2, 17, 6, 19, 24, 16, 19, 12]"
"['p', 'a', 'p', 'e', 's', 's']","[17, 2, 17, 6, 20, 20]"
"['p', 'a', 'p', 'i', 'l', 'l', 'a']","[17, 2, 17, 10, 13, 13, 2]"
"['p', 'a', 'p', 'r', 'i', 'k', 'a']","[17, 2, 17, 19, 10, 12, 2]"
"['p', 'a', 'p', 'r', 'i', 'k', 'a', 's', 'h']","[17, 2, 17, 19, 10, 12, 2, 20, 9]"
"['p', 'a', 'p', 'u', 'l', 'a']","[17, 2, 17, 22, 13, 2]"
"['p', 'a', 'p', 'y', 'r', 'u', 's']","[17, 2, 17, 26, 19, 22, 20]"
"['p', 'a', 'r']","[17, 2, 19]"
"['p', 'a', 'r', 'a', 'b', 'l', 'e']","[17, 2, 19, 2, 3, 13, 6]"
"['p', 'a', 'r', 'a', 'b', 'l', 'e', 'l', 'i', 'k', 'e']","[17, 2, 19, 2, 3, 13, 6, 13, 10, 12, 6]"
"['p', 'a', 'r', 'a', 'c', 'a', 'n', 'c', 'e', 'r', 'o', 'u', 's']","[17, 2, 19, 2, 4, 2, 15, 4, 6, 19, 16, 22, 20]"
"['p', 'a', 'r', 'a', 'c', 'e', 'n', 't', 'r', 'a', 'l']","[17, 2, 19, 2, 4, 6, 15, 21, 19, 2, 13]"
"['p', 'a', 'r', 'a', 'c', 'e', 'r', 'v', 'i', 'c', 'a', 'l']","[17, 2, 19, 2, 4, 6, 19, 23, 10, 4, 2, 13]"
"['p', 'a', 'r', 'a', 'c', 'h', 'l', 'o', 'r', 'o', 'p', 'h', 'e', 'n', 'o', 'x', 'y', 'a', 'c', 'e', 't', 'a', 't', 'e']","[17, 2, 19, 2, 4, 9, 13, 16, 19, 16, 17, 9, 6, 15, 16, 25, 26, 2, 4, 6, 21, 2, 21, 6]"
"['p', 'a', 'r', 'a', 'c', 'h', 'u', 't', 'e']","[17, 2, 19, 2, 4, 9, 22, 21, 6]"
"['p', 'a', 'r', 'a', 'c', 'h', 'u', 't', 'e', 'l', 'i', 'k', 'e']","[17, 2, 19, 2, 4, 9, 22, 21, 6, 13, 10, 12, 6]"
"['p', 'a', 'r', 'a', 'c', 'h', 'u', 't', 'e', 'r']","[17, 2, 19, 2, 4, 9, 22, 21, 6, 19]"
"['p', 'a', 'r', 'a', 'c', 'o', 'm', 'p', 'a', 'c', 't']","[17, 2, 19, 2, 4, 16, 14, 17, 2, 4, 21]"
"['p', 'a', 'r', 'a', 'c', 'o', 'm', 'p', 'a', 'c', 't', 'n', 'e', 's', 's']","[17, 2, 19, 2, 4, 16, 14, 17, 2, 4, 21, 15, 6, 20, 20]"
"['p', 'a', 'r', 'a', 'c', 'o', 'r', 'o', 'l', 'l', 'a']","[17, 2, 19, 2, 4, 16, 19, 16, 13, 13, 2]"
"['p', 'a', 'r', 'a', 'c', 'o', 'r', 't', 'e', 'x']","[17, 2, 19, 2, 4, 16, 19, 21, 6, 25]"
"['p', 'a', 'r', 'a', 'd', 'e']","[17, 2, 19, 2, 5, 6]"
"['p', 'a', 'r', 'a', 'd', 'e', 'g', 'o', 'e', 'r']","[17, 2, 19, 2, 5, 6, 8, 16, 6, 19]"
"['p', 'a', 'r', 'a', 'd', 'e', 'l', 'i', 'k', 'e']","[17, 2, 19, 2, 5, 6, 13, 10, 12, 6]"
"['p', 'a', 'r', 'a', 'd', 'i', 's', 'a', 'l']","[17, 2, 19, 2, 5, 10, 20, 2, 13]"
"['p', 'a', 'r', 'a', 'd', 'i', 's', 'e', 'd']","[17, 2, 19, 2, 5, 10, 20, 6, 5]"
"['p', 'a', 'r', 'a', 'f', 'f', 'i', 'n']","[17, 2, 19, 2, 7, 7, 10, 15]"
"['p', 'a', 'r', 'a', 'f', 'f', 'i', 'n', 'o', 'm', 'a']","[17, 2, 19, 2, 7, 7, 10, 15, 16, 14, 2]"
"['p', 'a', 'r', 'a', 'g', 'e']","[17, 2, 19, 2, 8, 6]"
"['p', 'a', 'r', 'a', 'g', 'l', 'a', 'c', 'i', 'a', 'l']","[17, 2, 19, 2, 8, 13, 2, 4, 10, 2, 13]"
"['p', 'a', 'r', 'a', 'g', 'n', 'e', 'i', 's', 's']","[17, 2, 19, 2, 8, 15, 6, 10, 20, 20]"
"['p', 'a', 'r', 'a', 'g', 'o', 'n']","[17, 2, 19, 2, 8, 16, 15]"
"['p', 'a', 'r', 'a', 'g', 'r', 'a', 'm']","[17, 2, 19, 2, 8, 19, 2, 14]"
"['p', 'a', 'r', 'a', 'g', 'r', 'a', 'm', 'm', 'a', 't', 'i', 'c', 'a', 'l']","[17, 2, 19, 2, 8, 19, 2, 14, 14, 2, 21, 10, 4, 2, 13]"
"['p', 'a', 'r', 'a', 'g', 'r', 'e', 'l', 'e']","[17, 2, 19, 2, 8, 19, 6, 13, 6]"
"['p', 'a', 'r', 'a', 'h', 'e', 'l', 'i', 'u', 'm']","[17, 2, 19, 2, 9, 6, 13, 10, 22, 14]"
"['p', 'a', 'r', 'a', 'h', 'i', 'p', 'p', 'o', 'c', 'a', 'm', 'p', 'u', 's']","[17, 2, 19, 2, 9, 10, 17, 17, 16, 4, 2, 14, 17, 22, 20]"
"['p', 'a', 'r', 'a', 'h', 'y', 'd', 'r', 'o', 'g', 'e', 'n']","[17, 2, 19, 2, 9, 26, 5, 19, 16, 8, 6, 15]"
"['p', 'a', 'r', 'a', 'i', 'n', 'f', 'e', 'c', 't', 'i', 'v', 'e']","[17, 2, 19, 2, 10, 15, 7, 6, 4, 21, 10, 23, 6]"
"['p', 'a', 'r', 'a', 'i', 'n', 'f', 'l', 'u', 'e', 'n', 'z', 'a']","[17, 2, 19, 2, 10, 15, 7, 13, 22, 6, 15, 27, 2]"
"['p', 'a', 'r', 'a', 'l', 'a', 'c', 't', 'i', 'c', ' ', 'a', 'c', 'i', 'd']","[17, 2, 19, 2, 13, 2, 4, 21, 10, 4, 0, 2, 4, 10, 5]"
"['p', 'a', 'r', 'a', 'l', 'a', 'r', 'v', 'a']","[17, 2, 19, 2, 13, 2, 19, 23, 2]"
"['p', 'a', 'r', 'a', 'l', 'y', 's', 'a', 'n', 't']","[17, 2, 19, 2, 13, 26, 20, 2, 15, 21]"
"['p', 'a', 'r', 'a', 'l', 'y', 's', 'i', 's']","[17, 2, 19, 2, 13, 26, 20, 10, 20]"
"['p', 'a', 'r', 'a', 'm', 'e', 'n', 't']","[17, 2, 19, 2, 14, 6, 15, 21]"
"['p', 'a', 'r', 'a', 'm', 'e', 't', 'e', 'r']","[17, 2, 19, 2, 14, 6, 21, 6, 19]"
"['p', 'a', 'r', 'a', 'm', 'e', 't', 'e', 'r', 'i', 's', 'e']","[17, 2, 19, 2, 14, 6, 21, 6, 19, 10, 20, 6]"
"['p', 'a', 'r', 'a', 'm', 'e', 't', 'e', 'r', 'i', 'z', 'e']","[17, 2, 19, 2, 14, 6, 21, 6, 19, 10, 27, 6]"
"['p', 'a', 'r', 'a', 'm', 'u', 'k', 't', 'a']","[17, 2, 19, 2, 14, 22, 12, 21, 2]"
"['p', 'a', 'r', 'a', 'n', 'a', 's', 'a', 'l']","[17, 2, 19, 2, 15, 2, 20, 2, 13]"
"['p', 'a', 'r', 'a', 'n', 'g']","[17, 2, 19, 2, 15, 8]"
"['p', 'a', 'r', 'a', 'n', 'o', 'r', 'm', 'a', 'l']","[17, 2, 19, 2, 15, 16, 19, 14, 2, 13]"
"['p', 'a', 'r', 'a', 'n', 'o', 'r', 'm', 'a', 'l', 'i', 's', 't']","[17, 2, 19, 2, 15, 16, 19, 14, 2, 13, 10, 20, 21]"
"['p', 'a', 'r', 'a', 'n', 'u', 'c', 'l', 'e', 'u', 's']","[17, 2, 19, 2, 15, 22, 4, 13, 6, 22, 20]"
"['p', 'a', 'r', 'a', 'n', 'y', 'm', 'p', 'h']","[17, 2, 19, 2, 15, 26, 14, 17, 9]"
"['p', 'a', 'r', 'a', 'o', 'x', 'o', 'n']","[17, 2, 19, 2, 16, 25, 16, 15]"
"['p', 'a', 'r', 'a', 'p', 'e', 'g', 'm']","[17, 2, 19, 2, 17, 6, 8, 14]"
"['p', 'a', 'r', 'a', 'p', 'h', 'i', 'm', 'o', 's', 'i', 's']","[17, 2, 19, 2, 17, 9, 10, 14, 16, 20, 10, 20]"
"['p', 'a', 'r', 'a', 'p', 'l', 'a', 'n', 'n', 'e', 'r']","[17, 2, 19, 2, 17, 13, 2, 15, 15, 6, 19]"
"['p', 'a', 'r', 'a', 'p', 'l', 'e', 'g', 'i', 'a']","[17, 2, 19, 2, 17, 13, 6, 8, 10, 2]"
"['p', 'a', 'r', 'a', 's', 'a', 'n', 'g']","[17, 2, 19, 2, 20, 2, 15, 8]"
"['p', 'a', 'r', 'a', 's', 'i', 't', 'a', 'l']","[17, 2, 19, 2, 20, 10, 21, 2, 13]"
"['p', 'a', 'r', 'a', 's', 'i', 't', 'e']","[17, 2, 19, 2, 20, 10, 21, 6]"
"['p', 'a', 'r', 'a', 's', 'i', 't', 'i', 'c']","[17, 2, 19, 2, 20, 10, 21, 10, 4]"
"['p', 'a', 'r', 'a', 's', 'i', 't', 'i', 'c', 'i', 'd', 'e']","[17, 2, 19, 2, 20, 10, 21, 10, 4, 10, 5, 6]"
"['p', 'a', 'r', 'a', 's', 'i', 't', 'i', 's', 'm']","[17, 2, 19, 2, 20, 10, 21, 10, 20, 14]"
"['p', 'a', 'r', 'a', 's', 'i', 't', 'i', 'z', 'e']","[17, 2, 19, 2, 20, 10, 21, 10, 27, 6]"
"['p', 'a', 'r', 'a', 's', 'i', 't', 'o', 'i', 'd']","[17, 2, 19, 2, 20, 10, 21, 16, 10, 5]"
"['p', 'a', 'r', 'a', 's', 'i', 't', 'o', 'i', 'd', 'a', 'l']","[17, 2, 19, 2, 20, 10, 21, 16, 10, 5, 2, 13]"
"['p', 'a', 'r', 'a', 's', 'o', 'l']","[17, 2, 19, 2, 20, 16, 13]"
"['p', 'a', 'r', 'a', 's', 'o', 'l', 'e', 't', 't', 'e']","[17, 2, 19, 2, 20, 16, 13, 6, 21, 21, 6]"
"['p', 'a', 'r', 'a', 's', 'p', 'i', 'n', 'a', 'l']","[17, 2, 19, 2, 20, 17, 10, 15, 2, 13]"
"['p', 'a', 'r', 'a', 's', 't', 'a', 't', 'a', 'l']","[17, 2, 19, 2, 20, 21, 2, 21, 2, 13]"
"['p', 'a', 'r', 'a', 's', 't', 'a', 't', 'i', 's', 't', 'i', 'c', 's']","[17, 2, 19, 2, 20, 21, 2, 21, 10, 20, 21, 10, 4, 20]"
"['p', 'a', 'r', 'a', 'v', 'e', 'c', 't', 'o', 'r']","[17, 2, 19, 2, 23, 6, 4, 21, 16, 19]"
"['p', 'a', 'r', 'c', 'i', 't', 'y']","[17, 2, 19, 4, 10, 21, 26]"
"['p', 'a', 'r', 'c', 'l', 'o', 's', 'e']","[17, 2, 19, 4, 13, 16, 20, 6]"
"['p', 'a', 'r', 'd', 'a', 'l']","[17, 2, 19, 5, 2, 13]"
"['p', 'a', 'r', 'd', 'i', 'e']","[17, 2, 19, 5, 10, 6]"
"['p', 'a', 'r', 'd', 'o']","[17, 2, 19, 5, 16]"
"['p', 'a', 'r', 'e', 'n', 't']","[17, 2, 19, 6, 15, 21]"
"['p', 'a', 'r', 'e', 'n', 't', 'a', 'l']","[17, 2, 19, 6, 15, 21, 2, 13]"
"['p', 'a', 'r', 'e', 'n', 't', 'a', 't', 'i', 'o', 'n']","[17, 2, 19, 6, 15, 21, 2, 21, 10, 16, 15]"
"['p', 'a', 'r', 'e', 'n', 't', 'e', 's', 'e']","[17, 2, 19, 6, 15, 21, 6, 20, 6]"
"['p', 'a', 'r', 'e', 'n', 't', 'h', 'o', 'o', 'd']","[17, 2, 19, 6, 15, 21, 9, 16, 16, 5]"
"['p', 'a', 'r', 'e', 'n', 't', 'l', 'e', 's', 's']","[17, 2, 19, 6, 15, 21, 13, 6, 20, 20]"
"['p', 'a', 'r', 'e', 'n', 't', 'l', 'i', 'k', 'e']","[17, 2, 19, 6, 15, 21, 13, 10, 12, 6]"
"['p', 'a', 'r', 'e', 'o']","[17, 2, 19, 6, 16]"
"['p', 'a', 'r', 'e', 'v', 'e']","[17, 2, 19, 6, 23, 6]"
"['p', 'a', 'r', 'f', 'a', 'i', 't']","[17, 2, 19, 7, 2, 10, 21]"
"['p', 'a', 'r', 'h', 'e', 'l', 'i', 'o', 'n']","[17, 2, 19, 9, 6, 13, 10, 16, 15]"
"['p', 'a', 'r', 'i', 'a', 'h']","[17, 2, 19, 10, 2, 9]"
"['p', 'a', 'r', 'i', 'a', 'h', 'l', 'i', 'k', 'e']","[17, 2, 19, 10, 2, 9, 13, 10, 12, 6]"
"['p', 'a', 'r', 'i', 'e', 's']","[17, 2, 19, 10, 6, 20]"
"['p', 'a', 'r', 'i', 'e', 't', 'a', 'l', ' ', 'b', 'o', 'n', 'e']","[17, 2, 19, 10, 6, 21, 2, 13, 0, 3, 16, 15, 6]"
"['p', 'a', 'r', 'i', 's', 'o', 'n']","[17, 2, 19, 10, 20, 16, 15]"
"['p', 'a', 'r', 'i', 't', 'y']","[17, 2, 19, 10, 21, 26]"
"['p', 'a', 'r', 'k', 'a']","[17, 2, 19, 12, 2]"
"['p', 'a', 'r', 'k', 'o', 'u', 'r']","[17, 2, 19, 12, 16, 22, 19]"
"['p', 'a', 'r', 'k', 'o', 'u', 'r', 'e', 'd']","[17, 2, 19, 12, 16, 22, 19, 6, 5]"
"['p', 'a', 'r', 'l', 'a', 'n', 'c', 'e']","[17, 2, 19, 13, 2, 15, 4, 6]"
"['p', 'a', 'r', 'l', 'e', 'y', 'v', 'o', 'o']","[17, 2, 19, 13, 6, 26, 23, 16, 16]"
"['p', 'a', 'r', 'm', 'a']","[17, 2, 19, 14, 2]"
"['p', 'a', 'r', 'm', 'e', 's', 'a', 'n']","[17, 2, 19, 14, 6, 20, 2, 15]"
"['p', 'a', 'r', 'm', 'i', 'g', 'i', 'a', 'n', 'a']","[17, 2, 19, 14, 10, 8, 10, 2, 15, 2]"
"['p', 'a', 'r', 'm', 'o']","[17, 2, 19, 14, 16]"
"['p', 'a', 'r', 'o', 'c', 'c', 'i', 'p', 'i', 't', 'a', 'l']","[17, 2, 19, 16, 4, 4, 10, 17, 10, 21, 2, 13]"
"['p', 'a', 'r', 'o', 'c', 'h', 'i', 'a', 'l', ' ', 'v', 'i', 'c', 'a', 'r']","[17, 2, 19, 16, 4, 9, 10, 2, 13, 0, 23, 10, 4, 2, 19]"
"['p', 'a', 'r', 'o', 'c', 'h', 'i', 'a', 'n']","[17, 2, 19, 16, 4, 9, 10, 2, 15]"
"['p', 'a', 'r', 'o', 'd', 'i', 'a', 'b', 'l', 'e']","[17, 2, 19, 16, 5, 10, 2, 3, 13, 6]"
"['p', 'a', 'r', 'o', 'd', 'y']","[17, 2, 19, 16, 5, 26]"
"['p', 'a', 'r', 'o', 'n', 'o', 'm', 'a', 's', 'i', 'a']","[17, 2, 19, 16, 15, 16, 14, 2, 20, 10, 2]"
"['p', 'a', 'r', 'o', 'n', 'y', 'c', 'h', 'i', 'a']","[17, 2, 19, 16, 15, 26, 4, 9, 10, 2]"
"['p', 'a', 'r', 'o', 'x', 'y', 's', 'm']","[17, 2, 19, 16, 25, 26, 20, 14]"
"['p', 'a', 'r', 'r', 'e', 'l']","[17, 2, 19, 19, 6, 13]"
"['p', 'a', 'r', 's', 'a']","[17, 2, 19, 20, 2]"
"['p', 'a', 'r', 't', 'i']","[17, 2, 19, 21, 10]"
"['p', 'a', 'r', 't', 'i', ' ', 'p', 'r', 'i', 's']","[17, 2, 19, 21, 10, 0, 17, 19, 10, 20]"
"['p', 'a', 'r', 't', 'i', 'b', 'l', 'e']","[17, 2, 19, 21, 10, 3, 13, 6]"
"['p', 'a', 'r', 't', 'i', 'c', 'i', 'p', 'a', 'n', 't']","[17, 2, 19, 21, 10, 4, 10, 17, 2, 15, 21]"
"['p', 'a', 'r', 't', 'i', 'c', 'i', 'p', 'a', 'n', 't', 'l', 'y']","[17, 2, 19, 21, 10, 4, 10, 17, 2, 15, 21, 13, 26]"
"['p', 'a', 'r', 't', 'i', 'c', 'i', 'p', 'i', 'a', 'l']","[17, 2, 19, 21, 10, 4, 10, 17, 10, 2, 13]"
"['p', 'a', 'r', 't', 'i', 'c', 'i', 'p', 'i', 'a', 'l', 'i', 'z', 'e']","[17, 2, 19, 21, 10, 4, 10, 17, 10, 2, 13, 10, 27, 6]"
"['p', 'a', 'r', 't', 'i', 'c', 'i', 'p', 'i', 'a', 'l', 'l', 'y']","[17, 2, 19, 21, 10, 4, 10, 17, 10, 2, 13, 13, 26]"
"['p', 'a', 'r', 't', 'i', 'c', 'u', 'l', 'a', 'r']","[17, 2, 19, 21, 10, 4, 22, 13, 2, 19]"
"['p', 'a', 'r', 't', 'i', 'c', 'u', 'l', 'a', 'r', 'i', 's', 'm']","[17, 2, 19, 21, 10, 4, 22, 13, 2, 19, 10, 20, 14]"
"['p', 'a', 'r', 't', 'i', 'c', 'u', 'l', 'a', 'r', 'i', 's', 't']","[17, 2, 19, 21, 10, 4, 22, 13, 2, 19, 10, 20, 21]"
"['p', 'a', 'r', 't', 'i', 'c', 'u', 'l', 'a', 'r', 'i', 's', 't', 'i', 'c']","[17, 2, 19, 21, 10, 4, 22, 13, 2, 19, 10, 20, 21, 10, 4]"
"['p', 'a', 'r', 't', 'i', 'c', 'u', 'l', 'a', 'r', 'i', 'z', 'e']","[17, 2, 19, 21, 10, 4, 22, 13, 2, 19, 10, 27, 6]"
"['p', 'a', 'r', 't', 'i', 'c', 'u', 'l', 'a', 'r', 'l', 'y']","[17, 2, 19, 21, 10, 4, 22, 13, 2, 19, 13, 26]"
"['p', 'a', 'r', 't', 'i', 'c', 'u', 'l', 'a', 't', 'e']","[17, 2, 19, 21, 10, 4, 22, 13, 2, 21, 6]"
"['p', 'a', 'r', 't', 'i', 's', 'a', 'n']","[17, 2, 19, 21, 10, 20, 2, 15]"
"['p', 'a', 'r', 't', 'i', 's', 'a', 'n', 'i', 's', 'm']","[17, 2, 19, 21, 10, 20, 2, 15, 10, 20, 14]"
"['p', 'a', 'r', 't', 'i', 's', 'a', 'n', 'l', 'y']","[17, 2, 19, 21, 10, 20, 2, 15, 13, 26]"
"['p', 'a', 'r', 't', 'i', 't', 'a']","[17, 2, 19, 21, 10, 21, 2]"
"['p', 'a', 'r', 'u', 'm', 'b', 'i', 'l', 'i', 'c', 'a', 'l']","[17, 2, 19, 22, 14, 3, 10, 13, 10, 4, 2, 13]"
"['p', 'a', 'r', 'v', 'e', 'n', 'u']","[17, 2, 19, 23, 6, 15, 22]"
"['p', 'a', 'r', 'v', 'i', 's']","[17, 2, 19, 23, 10, 20]"
"['p', 'a', 's', 'e', 'o']","[17, 2, 20, 6, 16]"
"['p', 'a', 's', 'h', 'a', 'l', 'i', 'k']","[17, 2, 20, 9, 2, 13, 10, 12]"
"['p', 'a', 's', 'h', 'm', 'i', 'n', 'a']","[17, 2, 20, 9, 14, 10, 15, 2]"
"['p', 'a', 's', 'o', ' ', 'd', 'o', 'b', 'l', 'e']","[17, 2, 20, 16, 0, 5, 16, 3, 13, 6]"
"['p', 'a', 's', 'p', 'y']","[17, 2, 20, 17, 26]"
"['p', 'a', 's', 'q', 'u', 'i', 'n', 'a', 'd', 'e']","[17, 2, 20, 18, 22, 10, 15, 2, 5, 6]"
"['p', 'a', 's', 's', 'a', 'b', 'i', 'l', 'i', 't', 'y']","[17, 2, 20, 20, 2, 3, 10, 13, 10, 21, 26]"
"['p', 'a', 's', 's', 'a', 'b', 'l', 'e']","[17, 2, 20, 20, 2, 3, 13, 6]"
"['p', 'a', 's', 's', 'a', 'b', 'l', 'e', 'n', 'e', 's', 's']","[17, 2, 20, 20, 2, 3, 13, 6, 15, 6, 20, 20]"
"['p', 'a', 's', 's', 'a', 'c', 'a', 'g', 'l', 'i', 'a']","[17, 2, 20, 20, 2, 4, 2, 8, 13, 10, 2]"
"['p', 'a', 's', 's', 'a', 'g', 'e']","[17, 2, 20, 20, 2, 8, 6]"
"['p', 'a', 's', 's', 'a', 'g', 'e', 'w', 'a', 'y']","[17, 2, 20, 20, 2, 8, 6, 24, 2, 26]"
"['p', 'a', 's', 's', 'a', 'g', 'e', 'w', 'o', 'r', 'k']","[17, 2, 20, 20, 2, 8, 6, 24, 16, 19, 12]"
"['p', 'a', 's', 's', 'a', 'n', 't']","[17, 2, 20, 20, 2, 15, 21]"
"['p', 'a', 's', 's', 'e', 'r', 'i', 'f', 'o', 'r', 'm']","[17, 2, 20, 20, 6, 19, 10, 7, 16, 19, 14]"
"['p', 'a', 's', 's', 'e', 'r', 'i', 'n', 'e']","[17, 2, 20, 20, 6, 19, 10, 15, 6]"
"['p', 'a', 's', 's', 'i', 'o', 'n', 'a', 't', 'e']","[17, 2, 20, 20, 10, 16, 15, 2, 21, 6]"
"['p', 'a', 's', 's', 'i', 'o', 'n', 'a', 't', 'e', 'l', 'y']","[17, 2, 20, 20, 10, 16, 15, 2, 21, 6, 13, 26]"
"['p', 'a', 's', 's', 'i', 'o', 'n', 'a', 't', 'e', 'n', 'e', 's', 's']","[17, 2, 20, 20, 10, 16, 15, 2, 21, 6, 15, 6, 20, 20]"
"['p', 'a', 's', 's', 'i', 'v', 'a', 'l']","[17, 2, 20, 20, 10, 23, 2, 13]"
"['p', 'a', 's', 's', 'i', 'v', 'e']","[17, 2, 20, 20, 10, 23, 6]"
"['p', 'a', 's', 's', 'i', 'v', 'e', 'l', 'y']","[17, 2, 20, 20, 10, 23, 6, 13, 26]"
"['p', 'a', 's', 's', 'i', 'v', 'i', 't', 'y']","[17, 2, 20, 20, 10, 23, 10, 21, 26]"
"['p', 'a', 's', 's', 'p', 'o', 'r', 't']","[17, 2, 20, 20, 17, 16, 19, 21]"
"['p', 'a', 's', 's', 'p', 'o', 'r', 't', 'l', 'e', 's', 's']","[17, 2, 20, 20, 17, 16, 19, 21, 13, 6, 20, 20]"
"['p', 'a', 's', 't', 'a']","[17, 2, 20, 21, 2]"
"['p', 'a', 's', 't', 'a', 'l', 'i', 'k', 'e']","[17, 2, 20, 21, 2, 13, 10, 12, 6]"
"['p', 'a', 's', 't', 'e', 'g', 'h']","[17, 2, 20, 21, 6, 8, 9]"
"['p', 'a', 's', 't', 'e', 'l']","[17, 2, 20, 21, 6, 13]"
"['p', 'a', 's', 't', 'e', 'l', ' ', 'd', 'e', ' ', 'n', 'a', 't', 'a']","[17, 2, 20, 21, 6, 13, 0, 5, 6, 0, 15, 2, 21, 2]"
"['p', 'a', 's', 't', 'i', 'c', 'h', 'i', 'o']","[17, 2, 20, 21, 10, 4, 9, 10, 16]"
"['p', 'a', 's', 't', 'i', 'r', 'm', 'a']","[17, 2, 20, 21, 10, 19, 14, 2]"
"['p', 'a', 's', 't', 'o', 'p', 'h', 'o', 'r', 'u', 's']","[17, 2, 20, 21, 16, 17, 9, 16, 19, 22, 20]"
"['p', 'a', 's', 't', 'o', 'r', 'a', 'l']","[17, 2, 20, 21, 16, 19, 2, 13]"
"['p', 'a', 's', 't', 'o', 'r', 'a', 'l', 'i', 's', 't']","[17, 2, 20, 21, 16, 19, 2, 13, 10, 20, 21]"
"['p', 'a', 's', 't', 'o', 'r', 'p', 'r', 'e', 'n', 'e', 'u', 'r']","[17, 2, 20, 21, 16, 19, 17, 19, 6, 15, 6, 22, 19]"
"['p', 'a', 's', 't', 'r', 'a', 'm', 'i']","[17, 2, 20, 21, 19, 2, 14, 10]"
"['p', 'a', 's', 't', 'u', 'r', 'a', 'b', 'l', 'e']","[17, 2, 20, 21, 22, 19, 2, 3, 13, 6]"
"['p', 'a', 's', 't', 'u', 'r', 'e']","[17, 2, 20, 21, 22, 19, 6]"
"['p', 'a', 's', 't', 'u', 'r', 'e', 'l', 'e', 's', 's']","[17, 2, 20, 21, 22, 19, 6, 13, 6, 20, 20]"
